"gamma","beta","sigma","lp__"
0.0588874835532937,4.28860496677021,0.000833104514645937,7405.65010035749
0.059981476023084,4.52967576222294,0.000783669321030639,7450.49100230551
0.0596772288009923,4.47932730467899,0.000822966770550326,7418.8237886843
0.0616569879319453,4.26913191928971,0.00076993511012022,7443.57331851989
0.0614179204225347,3.98337710858119,0.000746275470205131,7448.50597073135
0.0601346340578778,4.56025089033762,0.000830956229203345,7410.93028037424
0.0601742897176594,4.73007335298761,0.000785554196977398,7469.81021029818
0.0615775651228711,3.970972349611,0.000802405700874801,7414.15271101099
0.0592553470904019,4.26059749492082,0.000767444725518036,7466.36420694397
0.0617187450720072,4.37346160038041,0.000810518560078568,7407.83116882831
0.0576353115291245,4.69622369002367,0.000767136990737484,7479.28405994758
0.0602754649045071,4.64610276922976,0.000833066072929433,7428.53430079443
0.0593161313618608,4.52935002671573,0.0007557295035212,7518.08319184185
0.0586640578200384,4.52528860882623,0.000766690206047051,7412.10226900707
0.059964427682504,4.38380702521006,0.000822732682051721,7402.78354005801
0.0612640721007341,4.39100372201368,0.000767041884702625,7458.36310717992
0.0597485379477651,4.69149054606132,0.000853879743369561,7422.72487166078
0.0594705190437997,4.75680901805378,0.000797928068348504,7446.25537472857
0.0575222484544199,4.48277786331229,0.000769053790393874,7439.79656314336
0.0611302814313473,4.28426986816681,0.000743260214489529,7439.05866185932
0.0589042409613086,4.52531025084973,0.000755161508348111,7479.78586146843
0.0579766778492393,4.47016425503026,0.000754737532284648,7487.67435585105
0.0604534082670547,4.37846566711778,0.000797157352847381,7453.45708355941
0.0573270511361064,4.59391506924701,0.000776470302760924,7418.56247864245
0.0605078937108196,4.41335758092708,0.000777276611660052,7469.3438696419
0.0579170454052163,4.65773781953776,0.000757703773826083,7453.86979125072
0.0588256079967854,4.38022869793473,0.000805814417217997,7460.23268371628
0.0592011537700925,4.6047890160986,0.000775960174031695,7459.36894854663
0.0610066734392497,4.38292381522309,0.000761887288546185,7476.44641402098
0.0580009285270586,4.74846827885129,0.000787612219973015,7421.07844686584
0.0601529271869788,4.49605736604703,0.000799326170322314,7456.10725272661
0.0601265193104297,4.41736912098191,0.000763267929494762,7444.71575301503
0.0590003088252064,4.31731603164915,0.000827616515071523,7442.41684881426
0.0598412019996941,4.25938482131282,0.00072051828741129,7488.94832222313
0.0583464483951849,4.61763133214188,0.000790690471117846,7463.07060920251
0.059253209754478,4.5270082555928,0.000813860361920956,7439.31939914837
0.0588499264944793,4.61741165350192,0.000817966620638982,7474.8451318058
0.0607393539335486,4.545378930001,0.000818968091550274,7423.15259030988
0.060806244027827,4.63240901070252,0.000820745101452922,7427.94345059824
0.0574644466531636,4.7471390191541,0.000751087346281445,7501.66560826403
0.0611384038556989,4.42741253240749,0.000776876670722762,7474.78647231924
0.0583939981564852,4.69308360684278,0.000791791798634569,7421.59193783592
0.0610097343827649,4.21791784031224,0.000844709977307167,7421.96720060149
0.0601178366570651,4.5726206924877,0.000793911188251552,7431.91024412855
0.0581679946631058,4.23962460554604,0.000803912660848436,7451.8711564002
0.0619856963828403,4.39159758558971,0.000765634818346544,7500.77345426075
0.0590791102326725,4.42124581437948,0.000794671529713101,7475.11369089687
0.0586586064277227,4.44376579210158,0.000756289376365949,7472.38031332742
0.0576643505259095,5.01191935762114,0.000878679243628944,7397.09787275627
0.059917948797456,4.61603951186359,0.000801656106761233,7437.55465894314
0.0616931286391256,4.53429550977996,0.00073590448560253,7454.05617172351
0.0571429690037023,4.40603332775416,0.000798021147094778,7426.33934041392
